"Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","Z","ClusterSize","DeleteInBaseline","KeepInBaseline"
"859","Tangled Vine","335466","219583","52306","-11544.7","-1552.72","53.72","2","0","1"
"859","Tangled Vine","335467","219542","52306","-11591.7","-1568.73","51.86","2","0","1"
"859","Tangled Vine","335472","219468","52306","-11576.6","-1681.55","52.67","2","0","1"
"859","Tangled Vine","335473","219569","52306","-11576.2","-1545.38","51.95","2","0","1"
"859","Tangled Vine","335474","219497","52306","-11523.6","-1695.49","53.31","2","0","1"
"859","Tangled Vine","335760","219495","52306","-11532","-1686.71","51.5","2","0","1"
"859","Tangled Vine","335761","219546","52306","-11581.3","-1568.26","52.08","2","0","1"
"859","Tangled Vine","335762","219479","52306","-11544.9","-1692.37","51.54","2","0","1"
"859","Tangled Vine","335763","219642","52306","-11521.8","-1550.39","51.54","2","0","1"
"859","Tangled Vine","335767","219536","52306","-11586.8","-1574.99","51.04","2","0","1"
"859","Tangled Vine","335768","219494","52306","-11527.7","-1701.28","53","2","0","1"
"859","Tangled Vine","335769","219514","52306","-11580","-1590.14","52.19","2","0","1"
"859","Tangled Vine","335770","219456","52306","-11582.4","-1696.85","52.09","2","0","1"
"859","Tangled Vine","335930","219644","52306","-11505","-1693.24","51.95","2","0","1"
"859","Tangled Vine","335931","219469","52306","-11590","-1674.3","52.21","2","0","1"
"859","Tangled Vine","335932","219461","52306","-11576.9","-1690.12","51.9","2","0","1"
"859","Tangled Vine","335937","219471","52306","-11565.4","-1684.94","52.55","2","0","1"
"859","Tangled Vine","335938","219481","52306","-11579.5","-1663.5","50.89","2","0","1"
"859","Tangled Vine","335939","219475","52306","-11557.9","-1684.6","53.01","2","0","1"
"859","Tangled Vine","335940","219467","52306","-11556.4","-1700.06","51.9","2","0","1"
"859","Tangled Vine","335941","219455","52306","-11577.3","-1702.33","51.78","2","0","1"
"859","Tangled Vine","336014","219556","52306","-11573","-1563.14","52.54","2","0","1"
"859","Tangled Vine","336022","219571","52306","-11560.5","-1550.13","51.44","2","0","1"
"859","Tangled Vine","336025","219487","52306","-11589.2","-1655.45","51.18","2","0","1"
"859","Tangled Vine","336026","219516","52306","-11588.5","-1586.82","52.26","2","0","1"
"859","Tangled Vine","336075","219500","52306","-11520.8","-1688.46","54.44","2","0","1"
"859","Tangled Vine","336076","219526","52306","-11591.8","-1579.05","52.46","2","0","1"
"859","Tangled Vine","336077","219528","52306","-11581.7","-1580.47","51.69","2","0","1"
"859","Tangled Vine","336078","219645","52306","-11530.9","-1539.12","51.71","2","0","1"
"859","Tangled Vine","336080","219503","52306","-11514.4","-1695.92","52.95","2","0","1"
"859","Tangled Vine","336081","219473","52306","-11553.2","-1692.84","51.09","2","0","1"
"859","Tangled Vine","336122","219564","52306","-11586.2","-1552.16","52.44","2","0","1"
"859","Tangled Vine","336126","219646","52306","-11521.2","-1540.15","53.04","2","0","1"
"859","Tangled Vine","336127","219485","52306","-11583.5","-1658.77","50.57","2","0","1"
"859","Tangled Vine","336128","219484","52306","-11537.8","-1699.86","52.76","2","0","1"
"859","Tangled Vine","336131","219464","52306","-11564","-1696.97","52.28","2","0","1"
"859","Tangled Vine","336132","219454","52306","-11587.4","-1700.91","53.03","2","0","1"
"859","Tangled Vine","336133","219587","52306","-11555.1","-1540.44","51.51","2","0","1"
"859","Tangled Vine","336172","219496","52306","-11527.3","-1689.07","52.34","2","0","1"
"859","Tangled Vine","336180","219472","52306","-11585","-1670.24","52.52","2","0","1"
"859","Tangled Vine","336181","219476","52306","-11575.8","-1669.92","51.18","2","0","1"
"859","Tangled Vine","336182","219541","52306","-11577.7","-1574.68","51.82","2","0","1"
"859","Tangled Vine","336183","219489","52306","-11537.6","-1689.54","51.28","2","0","1"
"859","Tangled Vine","336184","219578","52306","-11570.2","-1540.17","52.55","2","0","1"
"859","Tangled Vine","336185","219595","52306","-11529.2","-1553.51","52.22","2","0","1"
"859","Tangled Vine","336216","219580","52306","-11563.8","-1541.06","52.42","2","0","1"
"859","Tangled Vine","336217","219598","52306","-11538.1","-1540.06","51.56","2","0","1"
"859","Tangled Vine","336218","219565","52306","-11575.2","-1554.52","51.89","2","0","1"
"859","Tangled Vine","336219","219459","52306","-11573.2","-1696.54","51.05","2","0","1"
"859","Tangled Vine","336220","219470","52306","-11579.9","-1675.71","50.94","2","0","1"
"859","Tangled Vine","336223","219567","52306","-11570.2","-1549.08","50.94","2","0","1"
"859","Tangled Vine","336226","219460","52306","-11564.2","-1703.6","52.07","2","0","1"
"859","Tangled Vine","336255","219478","52306","-11589.8","-1663.98","52.22","2","0","1"
"859","Tangled Vine","336256","219499","52306","-11514.6","-1702.55","52.31","2","0","1"
"859","Tangled Vine","336257","219558","52306","-11581.1","-1559.69","50.68","2","0","1"
"859","Tangled Vine","336259","219599","52306","-11528.7","-1546.95","51.64","2","0","1"
"859","Tangled Vine","336260","219549","52306","-11585.3","-1563.53","51.67","2","0","1"
"859","Tangled Vine","336262","219575","52306","-11580.5","-1540.69","53.4","2","0","1"
"859","Tangled Vine","336263","219466","52306","-11570.3","-1689.51","52.28","2","0","1"
"859","Tangled Vine","336286","219584","52306","-11550.2","-1545.79","51.78","2","0","1"
"859","Tangled Vine","336287","219462","52306","-11580.9","-1685.38","51.59","2","0","1"
"859","Tangled Vine","336289","219553","52306","-11591.1","-1560.21","53.33","2","0","1"
"859","Tangled Vine","336290","219592","52306","-11539","-1548.75","52.6","2","0","1"
"859","Tangled Vine","336291","219480","52306","-11550.8","-1684.68","52.52","2","0","1"
"859","Tangled Vine","336292","219491","52306","-11532.8","-1695.8","51.67","2","0","1"
"859","Temple Rat","338980","219660","53088","-11496.3","-1599.89","44.54","2","0","1"
"859","Tiki Lord Mu'Loa","336425","219031","52340","-11945.3","-1545.02","39.75","2","0","1"
"859","Tiki Lord Zim'wae","336288","219447","52362","-11589.2","-1620.86","49.38","2","0","1"
"859","Tiki Torch","336314","219151","52419","-11879.6","-1824.81","50.88","2","0","1"
"859","Tiki Torch","336321","219122","52419","-11919.8","-1824.58","51.46","2","0","1"
"859","Tiki Torch","336344","219160","52419","-11849.5","-1824.58","51.48","2","0","1"
"859","Tiki Torch","336359","219161","52419","-11864.6","-1824.44","51.12","2","0","1"
"859","Tiki Torch","336364","219123","52419","-11903.5","-1824.38","51.55","2","0","1"
"859","Tor-Tun","335665","219052","52414","-12020.2","-1589.32","14.28","2","0","1"
"859","Toxic Husk","336015","219639","52305","-11513.7","-1686.27","53.05","2","0","1"
"859","Toxic Husk","336021","219474","52305","-11547","-1699.51","52.59","2","0","1"
"859","Toxic Husk","336074","219640","52305","-11519.4","-1555.27","52.6","2","0","1"
"859","Toxic Husk","336079","219490","52305","-11573.8","-1658.68","52.04","2","0","1"
"859","Toxic Husk","336082","219566","52305","-11589.9","-1545.71","53.11","2","0","1"
"859","Toxic Husk","336129","219596","52305","-11544.7","-1538.68","51.5","2","0","1"
"859","Toxic Husk","336186","219529","52305","-11574.7","-1583.25","51.86","2","0","1"
"859","Toxic Husk","336224","219458","52305","-11587.6","-1691.3","51.79","2","0","1"
"859","Toxic Venomspitter","335567","218956","52332","-11893.4","-1364.86","71.27","2","0","1"
"859","Toxic Venomspitter","335846","218965","52332","-11865.9","-1339.24","76.14","2","0","1"
"859","Toxic Venomspitter","336232","218981","52332","-11902.7","-1382.64","67.9","2","0","1"
"859","Toxic Venomspitter","336335","218998","52332","-11888.5","-1426.14","58.97","2","0","1"
"859","Toxic Venomspitter","336336","218991","52332","-11937.6","-1406.05","83.56","2","0","1"
"859","Toxic Venomspitter","336362","218911","52332","-11908.6","-1340","78.15","2","0","1"
"859","Toxic Venomspitter","336373","218993","52332","-11897.3","-1403.73","61.6","2","0","1"
"859","Toxic Venomspitter","336387","218955","52332","-11877","-1351.47","73.75","2","0","1"
"859","Toxic Venomspitter","336407","218972","52332","-11927.1","-1378.57","83.8","2","0","1"
"859","Twisted Spirit","335487","218839","52624","-11795.2","-1642.29","21.29","2","0","1"
"859","Twisted Spirit","335488","218842","52624","-11779.3","-1634.45","21.29","2","0","1"
"859","Twisted Spirit","335489","218827","52624","-11787.2","-1662.66","21.29","2","0","1"
"859","Twisted Spirit","335497","218869","52624","-11807.7","-1587.61","21.21","2","0","1"
"859","Twisted Spirit","335499","218834","52624","-11801.8","-1707.47","21.27","2","0","1"
"859","Twisted Spirit","335500","218841","52624","-11785.5","-1712.26","21.27","2","0","1"
"859","Twisted Spirit","335501","218832","52624","-11770.2","-1704.99","21.27","2","0","1"
"859","Twisted Spirit","335509","218851","52624","-11739.2","-1643.63","33.87","2","0","1"
"859","Twisted Spirit","335519","218854","52624","-11835","-1623.08","37.14","2","0","1"
"859","Twisted Spirit","335778","218859","52624","-11783.5","-1598.43","37.14","2","0","1"
"859","Twisted Spirit","335779","218863","52624","-11813.9","-1599.51","37.14","2","0","1"
"859","Vehini","335919","218891","53040","-11900.8","-1256.73","85.22","2","0","1"
"859","Venomancer Mauri","336394","218905","52380","-11894.8","-1327.84","76.7","2","0","1"
"859","Venomancer T'Kulu","336395","219065","52381","-11975","-1647.24","34.71","2","0","1"
"859","Venomguard Destroyer","335838","219080","52311","-12010.7","-1681.18","32.37","2","0","1"
"859","Venomguard Destroyer","335839","219081","52311","-12000.2","-1697.7","32.37","2","0","1"
"859","Venomous Effusion Stalker","219186","219163","52302","-12003","-1699.21","32.4","2","1","1"
"859","Venomtip Needler","336356","219005","52379","-11946.5","-1408.4","96.67","2","0","1"
"859","Witch Doctor Qu'in","336409","219156","52322","-11968.7","-1763.43","53.11","2","0","1"
"859","Zandalari Archon","335528","219675","52962","-11642.2","-1443.04","58.97","2","0","1"
"859","Zandalari Archon","335673","219234","52962","-12314.2","-1908.91","131.31","2","0","1"
"859","Zandalari Archon","335901","219344","52962","-11740","-1920.9","55.91","2","0","1"
"859","Zandalari Archon","336017","219548","52962","-11539.9","-1597.27","74.51","2","0","1"
"859","Zandalari Hierophant","335669","219233","52958","-12312.3","-1900.58","131.16","2","0","1"
"859","Zandalari Hierophant","335671","219252","52958","-12358.5","-1954.57","149.92","2","0","1"
"859","Zandalari Hierophant","335672","219287","52958","-11810.1","-1884.34","46.38","2","0","1"
"859","Zandalari Hierophant","335674","219386","52958","-11652.4","-1892.55","77.36","2","0","1"
"859","Zandalari Hierophant","335676","219428","52958","-11586.1","-1754.69","39.54","2","0","1"
"859","Zandalari Hierophant","335805","219563","52958","-11658.6","-1557.33","40.79","2","0","1"
"859","Zandalari Hierophant","335934","219513","52958","-11540.3","-1651.82","74.51","2","0","1"
"859","Zandalari Hierophant","337998","218771","52958","-11795.5","-1561.05","20.04","2","0","1"
"859","Zandalari Juggernaut","335670","219409","52956","-11678.7","-1764.92","13.59","2","0","1"
"859","Zandalari Juggernaut","335678","219317","52956","-11753.4","-1875.77","55.52","2","0","1"
"859","Zandalari Juggernaut","335714","219222","52956","-12298.4","-1825.69","130.33","2","0","1"
"859","Zandalari Juggernaut","335902","219318","52956","-11764.1","-1890.07","56.37","2","0","1"
"859","Zandalari Juggernaut","336036","218751","52956","-11785.9","-1560.69","19.92","2","0","1"
"859","Zanza the Restless","336089","219255","52429","-11966.2","-1831.33","56.92","2","0","1"
"859","Zanzil's Cauldron of Toxic Torment","336319","219067","52529","-11963.8","-1643.33","36.8","2","0","1"
"859","Zanzil's Cauldron of Toxic Torment","336381","218988","52529","-11880","-1404.91","62.08","2","0","1"
"859","Zanzil's Cauldron of Toxic Torment","336428","218914","52529","-11885.9","-1319.81","77.93","2","0","1"
"859","Zul'gurub Eagle","335471","219604","52347","-11522.9","-1606.46","98.33","2","0","1"
"859","Zul'gurub Eagle","336020","219507","52347","-11599.9","-1628.5","76.05","2","0","1"
"859","Zul'gurub Eagle","336073","219615","52347","-11524.2","-1635.01","98.24","2","0","1"
"860","Alliance Priest","563155","225967","60895","244.65","3841.63","73.65","2","0","1"
"860","Alliance Priest","563235","223908","60895","265.71","3962.35","68.85","2","0","1"
"860","Amberleaf Scamp","224510","224491","54130","1416.54","3536.77","86.18","3","1","1"
"860","Amberleaf Scamp","224512","224490","54130","1411.18","3538.36","87.53","3","1","1"
"860","Amberleaf Scamp","224626","224343","54130","1343.07","3513.12","101.99","3","1","1"
"860","Amberleaf Scamp","224695","224495","54130","1426.91","3561.09","87.15","3","1","1"
"860","Amberleaf Scamp","561926","224313","54130","1258.3","3394.73","126.47","2","0","1"
"860","Amberleaf Scamp","561971","224490","54130","1411.18","3538.36","87.53","3","0","1"
"860","Amberleaf Scamp","561986","224489","54130","1407.96","3534.25","87","2","0","1"
"860","Amberleaf Scamp","562012","224498","54130","1376.69","3533.74","93.21","3","0","1"
"860","Amberleaf Scamp","562014","224534","54130","1352.85","3561.82","91.46","3","0","1"
"860","Amberleaf Scamp","562025","224479","54130","1453.1","3531.79","85.42","3","0","1"
"860","Amberleaf Scamp","562029","224476","54130","1473.65","3531.31","88.87","3","0","1"
"860","Amberleaf Scamp","562056","224526","54130","1294.22","3519.09","100.21","2","0","1"
"860","Amberleaf Scamp","562057","224497","54130","1371.3","3532.41","93.78","2","0","1"
"860","Amberleaf Scamp","562058","224534","54130","1352.84","3561.82","91.54","3","0","1"
"860","Amberleaf Scamp","562061","224303","54130","1246.79","3568","101.01","2","0","1"
"860","Amberleaf Scamp","562062","224528","54130","1288.38","3528.15","97.03","2","0","1"
"860","Amberleaf Scamp","562067","224539","54130","1295.43","3521.71","99.57","2","0","1"
"860","Amberleaf Scamp","562068","224493","54130","1413.68","3540.36","87.34","2","0","1"
"860","Amberleaf Scamp","562069","224496","54130","1428.16","3564.74","86.8","2","0","1"
"860","Amberleaf Scamp","562076","224495","54130","1426.91","3561.09","87.15","3","0","1"
"860","Amberleaf Scamp","562077","224491","54130","1416.54","3536.77","86.21","3","0","1"
"860","Amberleaf Scamp","562078","224533","54130","1364.82","3572.43","91.63","2","0","1"
"860","Amberleaf Scamp","562079","224531","54130","1361.26","3574.58","90.93","2","0","1"
"860","Amberleaf Scamp","562082","224479","54130","1453.1","3531.79","85.44","3","0","1"
"860","Amberleaf Scamp","562083","224471","54130","1469.33","3537.74","87.63","2","0","1"
"860","Amberleaf Scamp","562084","224475","54130","1479.31","3536.29","87.17","2","0","1"
"860","Amberleaf Scamp","562085","224482","54130","1449.3","3527.53","84.76","2","0","1"
"860","Amberleaf Scamp","562086","224476","54130","1473.65","3531.31","88.9","3","0","1"
"860","Amberleaf Scamp","562087","224552","54130","1495.74","3582.07","86.53","2","0","1"
"860","Amberleaf Scamp","562090","224297","54130","1222.47","3423.58","106.04","2","0","1"
"860","Amberleaf Scamp","562095","224323","54130","1264.72","3387.85","132.17","2","0","1"
"860","Amberleaf Scamp","562098","224498","54130","1376.69","3533.74","93.22","3","0","1"
"860","Amberleaf Scamp","562099","224326","54130","1263.48","3390.68","128.6","2","0","1"
"860","Amberleaf Scamp","562101","224305","54130","1244.41","3591.33","99.46","2","0","1"
"860","Amberleaf Scamp","562102","224340","54130","1345.69","3511.9","102.73","2","0","1"
"860","Amberleaf Scamp","562105","224343","54130","1343.07","3513.12","101.99","3","0","1"
"860","Amberleaf Scamp","562107","224529","54130","1200.69","3466.03","102.53","2","0","1"
"860","Amberleaf Scamp","562108","224551","54130","1492.48","3586.86","86.89","2","0","1"
"860","Amberleaf Scamp","562117","224342","54130","1361.27","3428.24","126","2","0","1"
"860","Amberleaf Scamp","562119","224318","54130","1264.13","3395.88","126.94","2","0","1"
"860","Amberleaf Scamp","563512","224293","54130","1222.57","3559.86","99.46","2","0","1"
"860","Amberleaf Scamp","563539","224286","54130","1202.16","3472.25","102.78","2","0","1"
"860","Aspiring Trainee","80091","80046","53565","1482.18","3400.93","171.33","8","1","1"
